0.8999994, -0.03448952, -0.001844722, 5.909052, 0, 0.00190251258176572130874, 37304.05, -1482.392, -2.423912, 0.004900447, 0.07899015, 314.7571, 1.441183, 1.160977, 2.509531
 
0.9099994, -0.03554828, -0.002189618, 5.880805, 0, 0.00199807843322425841835, 37242.83, -1476.827, -2.423912, 0.004900447, 0.07899015, 314.5646, 1.440925, 1.160977, 2.509531
 
0.9199994, -0.03578633, -0.0025451, 5.858153, 0, 0.00205432076791410428118747, 37181.75, -1472.655, -2.423912, 0.004900447, 0.07899015, 314.3724, 1.440735, 1.160977, 2.509531
 
0.9299994, -0.03526471, -0.002902964, 5.85212, 0, 0.00207282509518962137703429, 37120.75, -1472.655, -2.423912, 0.004900447, 0.07899015, 314.1802, 1.440735, 1.160977, 2.509531
 
0.9399994, -0.03398551, -0.003255611, 5.846097, 0, 0.00205327712296280686988232, 37059.9, -1472.655, -2.423912, 0.004900447, 0.07899015, 313.9883, 1.440735, 1.160977, 2.509531
 
0.9499994, -0.03195835, -0.003595466, 5.840081, 0, 0.00199509977696647277936283, 36999.13, -1472.655, -2.423912, 0.004900447, 0.07899015, 313.7964, 1.440735, 1.160977, 2.509531
 
0.9599994, -0.02925507, -0.00391505, 5.834071, 0, 0.00190080226987496838955494, 36938.49, -1472.655, -2.423912, 0.004900447, 0.07899015, 313.6048, 1.440735, 1.160977, 2.509531
 
0.9699994, -0.02593408, -0.0042076, 5.828069, 0, 0.00177233683165601474042946, 36877.95, -1472.655, -2.423912, 0.004900447, 0.07899015, 313.4132, 1.440735, 1.160977, 2.509531
 
0.9799994, -0.02211633, -0.004466941, 5.822075, 0, 0.00161484578561509544041722, 36817.54, -1472.655, -2.423912, 0.004900447, 0.07899015, 313.2219, 1.440735, 1.160977, 2.509531
 
0.9899994, -0.01788177, -0.004688105, 5.816086, 0, 0.00143160852091468299691344, 36757.2, -1472.655, -2.423912, 0.004900447, 0.07899015, 313.0306, 1.440735, 1.160977, 2.509531
 
0.9999993, -0.01334177, -0.004866922, 5.810109, 0, 0.00122758542061741451776848, 36697.02, -1472.655, -2.423912, 0.004900447, 0.07899015, 312.8396, 1.440735, 1.160977, 2.509531
 
1.009999, -0.008597824, -0.00500034, 5.804136, 0, 0.0010074123890828884864247259, 36636.92, -1472.655, -2.423912, 0.004900447, 0.07899015, 312.6487, 1.440735, 1.160977, 2.509531
 
1.019999, -0.003783192, -0.005086318, 5.79817, 0, 0.0007774585626283199524633689, 36576.95, -1472.655, -2.423912, 0.004900447, 0.07899015, 312.458, 1.440735, 1.160977, 2.509531
 
1.029999, 0.001010204, -0.00512415, 5.792211, 0, 0.000542222218423472089745109, 36517.05, -1472.655, -2.423912, 0.004900447, 0.07899015, 312.2673, 1.440735, 1.160977, 2.509531
 
1.039999, 0.005660642, -0.005114048, 5.786263, 0, 0.000307832510256656451754023, 36457.32, -1472.655, -2.423912, 0.004900447, 0.07899015, 312.077, 1.440735, 1.160977, 2.509531
 
1.049999, 0.01010846, -0.005057442, 5.780319, 0, 0.0000774791631203574506344334, 36397.66, -1472.655, -2.423912, 0.004900447, 0.07899015, 311.8867, 1.440735, 1.160977, 2.509531
 
1.059999, 0.0142132, -0.004956357, 5.774384, 0, -0.000141488564534212918282386, 36338.13, -1472.655, -2.423912, 0.004900447, 0.07899015, 311.6966, 1.440735, 1.160977, 2.509531
 
1.069999, 0.01791879, -0.004814225, 5.768453, 0, -0.000345770399483578445492088, 36278.67, -1472.655, -2.423912, 0.004900447, 0.07899015, 311.5066, 1.440735, 1.160977, 2.509531
 
1.079999, 0.02111814, -0.004635037, 5.762535, 0, -0.0005294002309533708418419321, 36219.38, -1472.655, -2.423912, 0.004900447, 0.07899015, 311.3169, 1.440735, 1.160977, 2.509531
 
1.089999, 0.02379338, -0.004423855, 5.75662, 0, -0.0006907715154372796508596191, 36160.15, -1472.655, -2.423912, 0.004900447, 0.07899015, 311.1271, 1.440735, 1.160977, 2.509531
 
1.099999, 0.02586377, -0.004185922, 5.750713, 0, -0.000825056920651485573708237, 36101.06, -1472.655, -2.423912, 0.004900447, 0.07899015, 310.9377, 1.440735, 1.160977, 2.509531
 
1.109999, 0.02731699, -0.003927284, 5.744813, 0, -0.0009307851862641103628088879, 36042.05, -1472.655, -2.423912, 0.004900447, 0.07899015, 310.7483, 1.440735, 1.160977, 2.509531
 
1.119999, 0.02812866, -0.003654114, 5.738922, 0, -0.001005847591374626577811206, 35983.18, -1472.655, -2.423912, 0.004900447, 0.07899015, 310.5592, 1.440735, 1.160977, 2.509531
 
1.129999, 0.02831164, -0.003372827, 5.733035, 0, -0.001049998014366180798118473, 35924.38, -1472.655, -2.423912, 0.004900447, 0.07899015, 310.3701, 1.440735, 1.160977, 2.509531
 
1.139999, 0.02784465, -0.003089711, 5.72716, 0, -0.001061260003778598296625897, 35865.74, -1472.655, -2.423912, 0.004900447, 0.07899015, 310.1813, 1.440735, 1.160977, 2.509531
 
1.149999, 0.02679241, -0.002811264, 5.721287, 0, -0.0010420264644745436619495, 35807.15, -1472.655, -2.423912, 0.004900447, 0.07899015, 309.9925, 1.440735, 1.160977, 2.509531
 
1.159999, 0.02515753, -0.00254334, 5.715425, 0, -0.000991596759089386535718969, 35748.71, -1472.655, -2.423912, 0.004900447, 0.07899015, 309.804, 1.440735, 1.160977, 2.509531
 
1.169999, 0.02300551, -0.002291765, 5.709567, 0, -0.0009125039869305849944807811, 35690.34, -1472.655, -2.423912, 0.004900447, 0.07899015, 309.6155, 1.440735, 1.160977, 2.509531
 
1.179999, 0.02038402, -0.00206171, 5.703721, 0, -0.0008064573817028703892739511, 35632.12, -1472.655, -2.423912, 0.004900447, 0.07899015, 309.4273, 1.440735, 1.160977, 2.509531
 
1.189999, 0.01735642, -0.00185787, 5.697877, 0, -0.000676047303661297161184962, 35573.97, -1472.655, -2.423912, 0.004900447, 0.07899015, 309.2391, 1.440735, 1.160977, 2.509531
 
1.199999, 0.01402266, -0.001684305, 5.692044, 0, -0.0005258394483232833717727809, 35515.96, -1472.655, -2.423912, 0.004900447, 0.07899015, 309.0512, 1.440735, 1.160977, 2.509531
 
1.209999, 0.01043561, -0.001544079, 5.686214, 0, -0.000358121686337676311585283, 35458.01, -1472.655, -2.423912, 0.004900447, 0.07899015, 308.8633, 1.440735, 1.160977, 2.509531
 
1.219999, 0.006691742, -0.001439723, 5.680396, 0, -0.000177512732617820033215446, 35400.21, -1472.655, -2.423912, 0.004900447, 0.07899015, 308.6757, 1.440735, 1.160977, 2.509531
 
1.229999, 0.00288951, -0.001372805, 5.674579, 0, 0.0000111197177235005682627018, 35342.47, -1472.655, -2.423912, 0.004900447, 0.07899015, 308.4881, 1.440735, 1.160977, 2.509531
 
1.239999, -0.0009064956, -0.00134391, 5.668776, 0, 0.0002045177991661604246481591, 35284.89, -1472.655, -2.423912, 0.004900447, 0.07899015, 308.3008, 1.440735, 1.160977, 2.509531
 
1.249999, -0.004603603, -0.001352975, 5.662973, 0, 0.000397866588197384807100789, 35227.36, -1472.655, -2.423912, 0.004900447, 0.07899015, 308.1136, 1.440735, 1.160977, 2.509531
 
1.259999, -0.008145506, -0.001399011, 5.657183, 0, 0.000588103306117685814040221, 35169.98, -1472.655, -2.423912, 0.004900447, 0.07899015, 307.9266, 1.440735, 1.160977, 2.509531
 
1.269999, -0.01141415, -0.001480466, 5.651397, 0, 0.00076886160710436946527918, 35112.68, -1472.655, -2.423912, 0.004900447, 0.07899015, 307.7396, 1.440735, 1.160977, 2.509531
 
1.279999, -0.01438743, -0.001594608, 5.64562, 0, 0.0009386044867746148206977271, 35055.51, -1472.655, -2.423912, 0.004900447, 0.07899015, 307.5529, 1.440735, 1.160977, 2.509531
 
1.289999, -0.01697903, -0.001738482, 5.639847, 0, 0.0010924044899011510272190929, 34998.4, -1472.655, -2.423912, 0.004900447, 0.07899015, 307.3662, 1.440735, 1.160977, 2.509531
 
1.299999, -0.01916579, -0.001908272, 5.634084, 0, 0.00122850740000754463727442, 34941.44, -1472.655, -2.423912, 0.004900447, 0.07899015, 307.1798, 1.440735, 1.160977, 2.509531
 
1.309999, -0.02089853, -0.00209993, 5.628325, 0, 0.00134376040476285394670037, 34884.54, -1472.655, -2.423912, 0.004900447, 0.07899015, 306.9934, 1.440735, 1.160977, 2.509531
 
1.319999, -0.02215251, -0.002308915, 5.622578, 0, 0.00143621506927190697173307, 34827.8, -1472.655, -2.423912, 0.004900447, 0.07899015, 306.8073, 1.440735, 1.160977, 2.509531
 
1.329999, -0.02290495, -0.00253044, 5.616831, 0, 0.00150399283262236837202325, 34771.1, -1472.655, -2.423912, 0.004900447, 0.07899015, 306.6212, 1.440735, 1.160977, 2.509531
 
1.339999, -0.02316318, -0.00275949, 5.611096, 0, 0.0015467599516693847508006, 34714.55, -1472.655, -2.423912, 0.004900447, 0.07899015, 306.4355, 1.440735, 1.160977, 2.509531
 
1.349999, -0.02292805, -0.002991122, 5.605366, 0, 0.00156385452111229368570795, 34658.07, -1472.655, -2.423912, 0.004900447, 0.07899015, 306.2497, 1.440735, 1.160977, 2.509531
 
1.359999, -0.02220882, -0.003220402, 5.599647, 0, 0.00155505664998274695211737, 34601.74, -1472.655, -2.423912, 0.004900447, 0.07899015, 306.0642, 1.440735, 1.160977, 2.509531
 
1.369999, -0.02105001, -0.00344249, 5.59393, 0, 0.00152202835681815828846027, 34545.47, -1472.655, -2.423912, 0.004900447, 0.07899015, 305.8787, 1.440735, 1.160977, 2.509531
 
1.379999, -0.01946004, -0.003652991, 5.588223, 0, 0.00146458212038663682297273, 34489.33, -1472.655, -2.423912, 0.004900447, 0.07899015, 305.6935, 1.440735, 1.160977, 2.509531
 
1.389999, -0.01749137, -0.003847591, 5.582521, 0, 0.00138488001584397195212328, 34433.28, -1472.655, -2.423912, 0.004900447, 0.07899015, 305.5084, 1.440735, 1.160977, 2.509531
 
1.399999, -0.0152148, -0.004022505, 5.576828, 0, 0.00128614450626438359723595, 34377.34, -1472.655, -2.423912, 0.004900447, 0.07899015, 305.3235, 1.440735, 1.160977, 2.509531
 
1.409999, -0.01266166, -0.004174653, 5.571141, 0, 0.00116959447965516242477622, 34321.5, -1472.655, -2.423912, 0.004900447, 0.07899015, 305.1387, 1.440735, 1.160977, 2.509531
 
