# Simulation 4 (Up to date)
# 2266 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (48 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0.114,0.79734,16.896,177.91,16.906,178.01,0,-0.027844,0.027844,-90,0.59002,6.2126,55.7,-4.81,9.8149,20.2,0,0,0,1518.7,587.45,0.10065,4.4836e-4,NaN,62.254,NaN,0.053077,1182621,285.44,0.20505,0.49436,0.63569,0.36625,0.01293,0.11519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014597,4.6,16.619,88,-90,6.2204,13.37,983.84,339.4,2e-3,0.030753
0.116,0.83148,17.252,178.25,17.263,178.36,0,-0.029036,0.029036,-90,0.60247,6.2248,55.7,-4.81,9.8149,19.774,0,0,0,1518.4,587.17,0.10064,4.4831e-4,NaN,62.25,NaN,0.05405,1204303,285.93,0.21267,0.49311,0.63577,0.36498,0.012936,0.1152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014905,4.6,16.619,88,-90,6.2061,13.37,983.84,339.4,2e-3,0.031181
0.118,0.86635,17.61,178.6,17.62,178.71,0,-0.030253,0.030253,-90,0.61494,6.237,55.7,-4.81,9.8149,19.361,0,0,0,1518.1,586.89,0.10062,4.4826e-4,NaN,62.247,NaN,0.055028,1226092,286.41,0.22038,0.49189,0.63561,0.36373,0.012942,0.11522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015213,4.6,16.619,88,-90,6.1917,13.37,983.84,339.4,2e-3,0.031625
0.12,0.90192,17.967,178.95,17.978,179.06,0,-0.031496,0.031496,-90,0.62744,6.2492,55.7,-4.81,9.8149,18.963,0,0,0,1517.8,586.61,0.10061,4.4821e-4,NaN,62.244,NaN,0.056011,1247986,286.9,0.22818,0.49068,0.63522,0.3625,0.012948,0.11523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015523,4.6,16.619,88,-90,6.1774,13.37,983.83,339.4,2e-3,0.032057
0.122,0.93822,18.326,179.3,18.337,179.41,0,-0.032763,0.032763,-90,0.63996,6.2614,55.7,-4.81,9.8149,18.577,0,0,0,1517.5,586.33,0.1006,4.4816e-4,NaN,62.241,NaN,0.056998,1.27e6,287.39,0.23607,0.4895,0.63462,0.3613,0.012955,0.11524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015832,4.6,16.619,88,-90,6.163,13.369,983.83,339.4,2e-3,0.032511
0.124,0.97523,18.685,179.65,18.697,179.76,0,-0.034056,0.034056,-90,0.6525,6.2736,55.7,-4.81,9.8149,18.204,0,0,0,1517.3,586.06,0.10059,4.4811e-4,NaN,62.238,NaN,0.05799,1292075,287.87,0.24405,0.48834,0.63383,0.36012,0.012962,0.11526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016143,4.6,16.619,88,-90,6.1487,13.369,983.82,339.4,2e-3,0.033147
0.126,1.013,19.045,180,19.057,180.11,0,-0.035373,0.035373,-90,0.66508,6.2858,55.7,-4.81,9.8149,17.843,0,0,0,1517,585.78,0.10058,4.4806e-4,NaN,62.235,NaN,0.058986,1314266,288.36,0.25212,0.4872,0.63286,0.35896,0.012968,0.11527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016454,4.6,16.619,88,-90,6.1343,13.369,983.82,339.4,2e-3,0.033674
0.128,1.0514,19.406,180.35,19.418,180.46,0,-0.036716,0.036716,-90,0.67767,6.298,55.7,-4.81,9.8149,17.494,0,0,0,1516.7,585.5,0.10057,4.4801e-4,NaN,62.232,NaN,0.059986,1336551,288.84,0.26028,0.48608,0.63173,0.35782,0.012975,0.11529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016765,4.6,16.619,88,-90,6.12,13.369,983.81,339.4,2e-3,0.034098
0.13,1.0906,19.767,180.7,19.779,180.81,0,-0.038084,0.038084,-90,0.69029,6.3102,55.7,-4.81,9.8149,17.155,0,0,0,1516.4,585.22,0.10056,4.4796e-4,NaN,62.229,NaN,0.060991,1358927,289.33,0.26852,0.48498,0.63046,0.3567,0.012983,0.1153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017078,4.6,16.619,88,-90,6.1057,13.368,983.81,339.4,2e-3,0.034519
0.132,1.1305,20.129,181.05,20.142,181.16,0,-0.039477,0.039477,-90,0.70293,6.3224,55.7,-4.81,9.8149,16.827,0,0,0,1516.1,584.94,0.10055,4.4791e-4,NaN,62.226,NaN,0.061999,1381393,289.81,0.27684,0.4839,0.62903,0.35559,0.01299,0.11532,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001739,4.6,16.619,88,-90,6.0913,13.368,983.8,339.4,2e-3,0.034919
0.134,1.1711,20.492,181.4,20.505,181.51,0,-0.040896,0.040896,-90,0.7156,6.3346,55.7,-4.81,9.8149,16.508,0,0,0,1515.9,584.66,0.10054,4.4786e-4,NaN,62.223,NaN,0.063012,1403947,290.3,0.28519,0.48284,0.62734,0.35451,0.012997,0.11533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017704,4.6,16.619,88,-90,6.077,13.368,983.8,339.4,2e-3,0.035315
0.136,1.2124,20.856,181.75,20.868,181.86,0,-0.04234,0.04234,-90,0.72829,6.3468,55.7,-4.81,9.8149,16.2,0,0,0,1515.6,584.38,0.10052,4.4781e-4,NaN,62.219,NaN,0.064028,1426587,290.79,0.29356,0.4818,0.62541,0.35344,0.013005,0.11535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018018,4.6,16.619,88,-90,6.0626,13.368,983.79,339.4,2e-3,0.03571
0.138,1.2545,21.22,182.1,21.233,182.21,0,-0.043809,0.043809,-90,0.74101,6.3591,55.7,-4.81,9.8149,15.9,0,0,0,1515.3,584.11,0.10051,4.4776e-4,NaN,62.216,NaN,0.065048,1449311,291.27,0.30195,0.48077,0.62327,0.3524,0.013013,0.11537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018332,4.6,16.619,88,-90,6.0483,13.367,983.79,339.4,2e-3,0.036125
0.14,1.2973,21.585,182.45,21.598,182.56,0,-0.045304,0.045304,-90,0.75375,6.3713,55.7,-4.81,9.8149,15.609,0,0,0,1515,583.83,0.1005,4.4771e-4,NaN,62.213,NaN,0.066072,1472117,291.76,0.31038,0.47977,0.62097,0.35136,0.013021,0.11538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018648,4.6,16.619,88,-90,6.034,13.367,983.78,339.4,2e-3,0.036576
0.142,1.3409,21.95,182.66,21.963,182.77,0,-0.046824,0.046824,-90,0.76651,6.3787,55.7,-4.81,9.8149,15.327,0,0,0,1514.7,583.54,0.10049,4.4765e-4,NaN,62.21,NaN,0.067099,1494987,292.03,0.31883,0.47878,0.61851,0.35035,0.013029,0.1154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018963,4.6,16.619,88,-90,6.0196,13.367,983.78,339.4,2e-3,0.037075
0.144,1.3851,22.315,182.74,22.329,182.85,0,-0.04837,0.04837,-90,0.77927,6.3814,55.7,-4.81,9.8149,15.053,0,0,0,1514.5,583.25,0.10048,4.476e-4,NaN,62.207,NaN,0.068128,1517901,292.1,0.32732,0.47781,0.61594,0.34936,0.013037,0.11542,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019279,4.6,16.619,88,-90,6.0053,13.366,983.77,339.4,2e-3,0.037658
0.146,1.4301,22.681,182.81,22.695,182.93,0,-0.049941,0.049941,-90,0.79204,6.384,55.7,-4.81,9.8149,14.788,0,0,0,1514.2,582.96,0.10047,4.4755e-4,NaN,62.203,NaN,0.069158,1540858,292.17,0.33583,0.47686,0.61327,0.34838,0.013045,0.11543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019595,4.6,16.619,88,-90,5.9909,13.366,983.77,339.4,2e-3,0.038121
0.148,1.4759,23.047,182.89,23.061,183,0,-0.051538,0.051538,-90,0.80481,6.3866,55.7,-4.81,9.8149,14.53,0,0,0,1513.9,582.67,0.10046,4.475e-4,NaN,62.2,NaN,0.070191,1563857,292.23,0.34438,0.47592,0.61053,0.34741,0.013054,0.11545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019911,4.6,16.619,88,-90,5.9766,13.366,983.76,339.4,2e-3,0.038735
0.15,1.5223,23.413,182.96,23.427,183.08,0,-0.05316,0.05316,-90,0.81759,6.3892,55.7,-4.81,9.8149,14.279,0,0,0,1513.6,582.38,0.10044,4.4745e-4,NaN,62.197,NaN,0.071225,1586896,292.3,0.35297,0.475,0.60772,0.34647,0.013062,0.11547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020227,4.6,16.619,88,-90,5.9623,13.366,983.76,339.4,2e-3,0.039185
0.152,1.5695,23.779,183.04,23.793,183.15,0,-0.054808,0.054808,-90,0.83037,6.3919,55.7,-4.81,9.8149,14.039,0,0,0,1513.3,582.09,0.10043,4.4739e-4,NaN,62.194,NaN,0.072262,1.61e6,292.37,0.36163,0.4741,0.60489,0.34554,0.013071,0.11549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020543,4.6,16.619,88,-90,5.9495,13.365,983.75,339.4,2e-3,0.039806
0.154,1.6174,24.145,183.11,24.16,183.23,0,-0.056482,0.056482,-90,0.84316,6.3945,55.7,-4.81,9.8149,13.806,0,0,0,1513,581.8,0.10042,4.4734e-4,NaN,62.191,NaN,0.073301,1633139,292.43,0.37034,0.47321,0.60202,0.34462,0.01308,0.11551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002086,4.6,16.619,88,-90,5.9368,13.365,983.75,339.4,2e-3,0.040267
0.156,1.6661,24.511,183.19,24.526,183.3,0,-0.058181,0.058181,-90,0.85595,6.3971,55.7,-4.81,9.8149,13.579,0,0,0,1512.7,581.52,0.10041,4.4729e-4,NaN,62.187,NaN,0.074342,1656314,292.5,0.3791,0.47234,0.59913,0.34372,0.013089,0.11553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021176,4.6,16.619,88,-90,5.9241,13.365,983.74,339.4,2e-3,0.040702
0.158,1.7155,24.878,183.26,24.893,183.38,0,-0.059906,0.059906,-90,0.86875,6.3997,55.7,-4.81,9.8149,13.359,0,0,0,1512.4,581.23,0.1004,4.4724e-4,NaN,62.184,NaN,0.075384,1679524,292.57,0.38792,0.47148,0.59624,0.34284,0.013098,0.11555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021493,4.6,16.619,88,-90,5.9113,13.364,983.74,339.4,2e-3,0.041131
0.16,1.7656,25.244,183.34,25.26,183.45,0,-0.061656,0.061656,-90,0.88155,6.4023,55.7,-4.81,9.8149,13.144,0,0,0,1512.1,580.94,0.10039,4.4718e-4,NaN,62.181,NaN,0.076428,1702768,292.63,0.39679,0.47064,0.59333,0.34196,0.013107,0.11557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021809,4.6,16.619,88,-90,5.8986,13.364,983.73,339.4,2e-3,0.041587
0.162,1.8165,25.611,183.41,25.627,183.53,0,-0.063432,0.063432,-90,0.89436,6.405,55.7,-4.81,9.8149,12.935,0,0,0,1511.9,580.65,0.10037,4.4713e-4,NaN,62.178,NaN,0.077473,1726044,292.7,0.40572,0.46981,0.59043,0.34111,0.013117,0.11559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022126,4.6,16.619,88,-90,5.8859,13.364,983.72,339.4,2e-3,0.042179
0.164,1.868,25.978,183.49,25.994,183.6,0,-0.065233,0.065233,-90,0.90718,6.4076,55.7,-4.81,9.8149,12.732,0,0,0,1511.6,580.36,0.10036,4.4708e-4,NaN,62.174,NaN,0.078519,1749352,292.77,0.41471,0.46899,0.58754,0.34026,0.013127,0.11561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022443,4.6,16.619,88,-90,5.8732,13.363,983.72,339.4,2e-3,0.043055
0.166,1.9204,26.345,183.56,26.361,183.68,0,-0.067061,0.067061,-90,0.92,6.4102,55.7,-4.81,9.8149,12.534,0,0,0,1511.3,580.07,0.10035,4.4703e-4,NaN,62.171,NaN,0.079567,1772691,292.83,0.42376,0.46819,0.58466,0.33943,0.013136,0.11563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002276,4.6,16.619,88,-90,5.8604,13.363,983.71,339.4,2e-3,0.043745
0.168,1.9734,26.712,183.64,26.729,183.75,0,-0.068913,0.068913,-90,0.93282,6.4128,55.7,-4.81,9.8149,12.341,0,0,0,1511,579.78,0.10034,4.4698e-4,NaN,62.168,NaN,0.080616,1796059,292.9,0.43288,0.4674,0.5818,0.33861,0.013146,0.11565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0023078,4.6,16.619,88,-90,5.8477,13.363,983.71,339.4,2e-3,0.04423
0.17,2.0272,27.08,183.71,27.096,183.83,0,-0.070792,0.070792,-90,0.94565,6.4155,55.7,-4.81,9.8149,12.153,0,0,0,1510.7,579.49,0.10033,4.4692e-4,NaN,62.165,NaN,0.081667,1819457,292.97,0.44207,0.46663,0.57896,0.3378,0.013156,0.11567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0023395,4.6,16.619,88,-90,5.835,13.362,983.7,339.4,2e-3,0.044705
0.172,2.0817,27.447,183.79,27.464,183.9,0,-0.072696,0.072696,-90,0.95848,6.4181,55.7,-4.81,9.8149,11.969,0,0,0,1510.4,579.2,0.10032,4.4687e-4,NaN,62.161,NaN,0.082719,1842883,293.03,0.45133,0.46587,0.57615,0.33701,0.013166,0.11569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0023713,4.6,16.619,88,-90,5.8222,13.362,983.69,339.4,2e-3,0.045124
0.174,2.137,27.815,183.86,27.832,183.98,0,-0.074626,0.074626,-90,0.97133,6.4207,55.7,-4.81,9.8149,11.79,0,0,0,1510.1,578.92,0.1003,4.4682e-4,NaN,62.158,NaN,0.083772,1866337,293.1,0.46066,0.46512,0.57337,0.33623,0.013177,0.11571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002403,4.6,16.619,88,-90,5.8095,13.362,983.69,339.4,2e-3,0.045793
0.176,2.193,28.183,183.94,28.2,184.05,0,-0.076581,0.076581,-90,0.98417,6.4233,55.7,-4.81,9.8149,11.616,0,0,0,1509.8,578.63,0.10029,4.4677e-4,NaN,62.155,NaN,0.084827,1889819,293.17,0.47006,0.46438,0.57062,0.33546,0.013187,0.11573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024348,4.6,16.619,88,-90,5.7968,13.361,983.68,339.4,2e-3,0.046513
0.178,2.2497,28.551,184.01,28.568,184.13,0,-0.078562,0.078562,-90,0.99702,6.4259,55.7,-4.81,9.8149,11.446,0,0,0,1509.5,578.34,0.10028,4.4672e-4,NaN,62.152,NaN,0.085882,1913326,293.23,0.47953,0.46365,0.5679,0.3347,0.013198,0.11576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024666,4.6,16.619,88,-90,5.7841,13.361,983.67,339.4,2e-3,0.047777
0.18,2.3072,28.919,184.09,28.937,184.2,0,-0.080569,0.080569,-90,1.0099,6.4285,55.7,-4.81,9.8149,11.279,0,0,0,1509.3,578.05,0.10027,4.4666e-4,NaN,62.148,NaN,0.086939,1936859,293.3,0.48908,0.46294,0.56522,0.33395,0.013209,0.11578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024984,4.6,16.619,88,-90,5.7713,13.36,983.67,339.4,2e-3,0.048495
0.182,2.3654,29.287,184.16,29.305,184.28,0,-0.082602,0.082602,-90,1.0227,6.4312,55.7,-4.81,9.8149,11.117,0,0,0,1509,577.76,0.10026,4.4661e-4,NaN,62.145,NaN,0.087997,1960418,293.37,0.49871,0.46223,0.56258,0.33321,0.01322,0.1158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025302,4.6,16.619,88,-90,5.7586,13.36,983.66,339.4,2e-3,0.048956
0.184,2.4244,29.656,184.24,29.674,184.35,0,-0.08466,0.08466,-90,1.0356,6.4338,55.7,-4.81,9.8149,10.959,0,0,0,1508.7,577.47,0.10025,4.4656e-4,NaN,62.142,NaN,0.089056,1984001,293.43,0.50841,0.46154,0.55997,0.33248,0.013231,0.11583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025621,4.6,16.619,88,-90,5.7459,13.36,983.65,339.39,2e-3,0.049415
0.186,2.484,30.024,184.31,30.043,184.43,0,-0.086744,0.086744,-90,1.0485,6.4364,55.7,-4.81,9.8149,10.804,0,0,0,1508.4,577.18,0.10024,4.4651e-4,NaN,62.139,NaN,0.090116,2007609,293.5,0.5182,0.46085,0.5574,0.33176,0.013242,0.11585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025939,4.6,16.619,88,-90,5.7331,13.359,983.65,339.39,2e-3,0.049866
0.188,2.5445,30.393,184.39,30.412,184.5,0,-0.088854,0.088854,-90,1.0614,6.439,55.7,-4.81,9.8149,10.653,0,0,0,1508.1,576.89,0.10022,4.4645e-4,NaN,62.135,NaN,0.091177,2031240,293.57,0.52806,0.46018,0.55487,0.33105,0.013253,0.11587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026258,4.6,16.619,88,-90,5.7204,13.359,983.64,339.39,2e-3,0.050319
0.19,2.6056,30.762,184.46,30.781,184.58,0,-0.09099,0.09099,-90,1.0742,6.4416,55.7,-4.81,9.8149,10.505,0,0,0,1507.8,576.61,0.10021,4.464e-4,NaN,62.132,NaN,0.09224,2054894,293.63,0.53801,0.45952,0.55238,0.33036,0.013265,0.1159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026576,4.6,16.619,88,-90,5.7077,13.358,983.63,339.39,2e-3,0.050743
0.192,2.6675,31.131,184.54,31.15,184.65,0,-0.093151,0.093151,-90,1.0871,6.4442,55.7,-4.81,9.8149,10.361,0,0,0,1507.5,576.32,0.1002,4.4635e-4,NaN,62.129,NaN,0.093303,2078570,293.7,0.54804,0.45887,0.54993,0.32967,0.013276,0.11592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026895,4.6,16.619,88,-90,5.6949,13.358,983.62,339.39,2e-3,0.051171
0.194,2.7301,31.5,184.61,31.52,184.73,0,-0.095338,0.095338,-90,1.1,6.4468,55.7,-4.81,9.8149,10.219,0,0,0,1507.2,576.03,0.10019,4.463e-4,NaN,62.126,NaN,0.094367,2102269,293.77,0.55816,0.45822,0.54753,0.32899,0.013288,0.11595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027214,4.6,16.619,88,-90,5.6822,13.358,983.62,339.39,2e-3,0.051591
0.196,2.7935,31.87,184.69,31.889,184.8,0,-0.097551,0.097551,-90,1.1129,6.4494,55.7,-4.81,9.8149,10.081,0,0,0,1506.9,575.74,0.10018,4.4625e-4,NaN,62.122,NaN,0.095433,2125990,293.83,0.56836,0.45759,0.54516,0.32832,0.0133,0.11597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027533,4.6,16.619,88,-90,5.6695,13.357,983.61,339.39,2e-3,0.052018
0.198,2.8576,32.239,184.76,32.259,184.88,0,-0.09979,0.09979,-90,1.1258,6.452,55.7,-4.81,9.8149,9.946,0,0,0,1506.7,575.45,0.10017,4.4619e-4,NaN,62.119,NaN,0.096499,2149733,293.9,0.57865,0.45696,0.54283,0.32765,0.013312,0.116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027852,4.6,16.619,88,-90,5.6568,13.357,983.6,339.39,2e-3,0.052419
0.2,2.9225,32.609,184.84,32.629,184.95,0,-0.10205,0.10205,-90,1.1387,6.4547,55.7,-4.81,9.8149,9.8138,0,0,0,1506.4,575.16,0.10015,4.4614e-4,NaN,62.116,NaN,0.097566,2173496,293.97,0.58902,0.45635,0.54055,0.327,0.013325,0.11602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028172,4.6,16.619,88,-90,5.644,13.356,983.59,339.39,2e-3,0.052817
0.202,2.988,32.979,184.91,32.999,185.02,0,-0.10434,0.10434,-90,1.1516,6.4573,55.7,-4.81,9.8149,9.6857,0,0,0,1506.1,574.87,0.10014,4.4609e-4,NaN,62.112,NaN,0.098635,2197288,294.03,0.5995,0.45574,0.53831,0.32636,0.013337,0.11605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028491,4.6,16.619,88,-90,5.6321,13.356,983.59,339.39,2e-3,0.053224
# Event LAUNCHROD occurred at t=0.204 seconds
0.204,3.0544,33.349,184.99,33.369,185.1,0,-0.10666,0.10666,-90,1.1646,6.4599,55.7,-4.81,9.8149,9.5603,0,0,0,1505.8,574.58,0.10013,4.4604e-4,NaN,62.109,NaN,0.099704,2221101,294.1,0.61008,0.45514,0.53612,0.32572,0.01335,0.11608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028811,4.6,16.619,88,-90,5.6201,13.356,983.58,339.39,2e-3,0.053615
0.207,3.1553,33.904,185.08,33.924,185.21,6.4907e-6,-0.11019,0.11019,-89.997,1.185,6.9574,55.7,-4.81,9.8149,9.37,0,0.013105,4.659e-5,1505.4,574.15,0.10011,4.4596e-4,62.497,62.104,0.085409,0.10131,2256810,294.18,0.62598,0.45426,0.53283,0.32478,0.013369,0.11612,1.857,0.15877,-4.7714e-4,0,0,0,0,2.2938e-8,0.0029292,4.6,16.619,88,-90,5.6022,13.355,983.57,339.39,3e-3,0.05405
0.2115,3.3097,34.737,185.23,34.758,185.36,4.065e-5,-0.11559,0.11559,-89.98,1.2157,6.964,55.7,-4.81,9.8149,9.0952,0,0.038713,2.9611e-5,1504.7,573.5,0.10009,4.4584e-4,62.614,62.097,0.11243,0.10372,2310458,294.31,0.65022,0.45298,0.52805,0.3234,0.013398,0.11618,1.7818,0.20066,-2.1142e-4,0,0,0,0,1.9098e-7,0.0030014,4.6,16.619,88,-90.003,5.5754,13.354,983.55,339.39,0.0045,0.054463
0.21825,3.5484,35.988,185.45,36.011,185.58,1.4717e-4,-0.12395,0.12395,-89.932,1.2618,6.9734,55.7,-4.81,9.8149,8.7056,0,0.090683,5.0082e-5,1503.7,572.52,0.10005,4.4567e-4,62.785,62.086,0.15208,0.10734,2391110,294.5,0.68744,0.45112,0.52124,0.3214,0.013443,0.11627,1.6773,0.25521,8.1901e-6,0,0,0,0,9.7835e-7,0.0031098,4.6,16.619,88,-90.016,5.535,13.352,983.52,339.39,0.00675,0.054988
0.22825,3.9176,37.846,185.79,37.869,185.92,4.2789e-4,-0.1369,0.13691,-89.821,1.3304,6.9867,55.7,-4.81,9.8149,8.1726,0,0.19677,5.535e-5,1502.3,571.08,0.099989,4.4541e-4,63.031,62.069,0.20898,0.11273,2510973,294.77,0.74623,0.44954,0.51308,0.3196,0.013513,0.11642,1.5383,0.32124,2.2016e-4,0,0,0,0,4.1767e-6,0.0032706,4.6,16.619,88,-90.056,5.4753,13.35,983.48,339.39,0.01,0.055476
0.23825,4.3053,39.706,186.15,39.731,186.29,8.5651e-4,-0.15055,0.15055,-89.674,1.3992,6.9999,55.7,-4.81,9.8149,7.6862,0,0.33698,1.8201e-4,1500.8,569.64,0.09993,4.4514e-4,63.267,62.053,0.26382,0.11813,2631259,295.11,0.8106,0.44973,0.50753,0.31956,0.013588,0.11658,1.4156,0.37321,3.4488e-4,0,0,0,0,1.1155e-5,0.0034318,4.6,16.619,88,-90.131,5.4156,13.347,983.43,339.39,0.01,0.055914
0.24825,4.7117,41.571,186.52,41.597,186.65,0.0014338,-0.16487,0.16488,-89.502,1.4682,7.0117,55.7,-4.81,9.8149,7.2398,0,0.51131,4.6639e-4,1499.4,568.19,0.099872,4.4488e-4,63.494,62.037,0.3168,0.12355,2751947,295.44,0.87793,0.44993,0.50252,0.31952,0.013666,0.11674,1.3064,0.41379,2.2519e-4,0,0,0,0,2.3477e-5,0.0035933,4.6,16.619,88,-90.252,5.3559,13.345,983.38,339.39,0.01,0.056345
0.25825,5.1368,43.439,186.88,43.466,187.02,0.0021601,-0.17988,0.17989,-89.312,1.5375,7.0259,55.7,-4.81,9.8149,6.8958,0,0.71748,0.001016,1498,566.75,0.099813,4.4462e-4,63.678,62.02,0.36032,0.12901,2873421,295.77,0.95003,0.45014,0.49877,0.31948,0.013748,0.11691,1.2245,0.44151,2.2814e-4,0,0,0,0,4.2399e-5,0.0037551,4.6,16.619,88,-90.427,5.3483,13.342,983.33,339.38,0.01,0.05704
0.26825,5.5805,45.309,187.1,45.338,187.23,0.0030366,-0.19558,0.1956,-89.11,1.6069,7.0342,55.7,-4.81,9.8149,6.5903,0,0.95509,0.0016347,1496.5,565.33,0.099755,4.4437e-4,63.847,62.004,0.40071,0.13448,2995199,295.89,1.0256,0.45036,0.49553,0.31943,0.013834,0.11709,1.1535,0.4619,-2.5976e-4,0,0,0,0,6.9141e-5,0.0039171,4.6,16.619,88,-90.666,5.3518,13.339,983.28,339.38,0.01,0.057835
0.27825,6.0429,47.179,187.04,47.209,187.18,0.0040641,-0.21196,0.212,-88.902,1.6763,7.031,55.7,-4.81,9.8149,6.3055,0,1.2231,0.0026786,1495.1,563.91,0.099698,4.4411e-4,64.011,61.988,0.43978,0.13996,3117001,295.61,1.1041,0.45058,0.49258,0.31938,0.013924,0.11728,1.0887,0.47848,1.3795e-4,0,0,0,0,1.0469e-4,0.004079,4.6,16.619,88,-90.978,5.3552,13.336,983.23,339.38,0.01,0.058566
0.28825,6.5241,49.048,186.98,49.079,187.11,0.0052426,-0.22903,0.22909,-88.689,1.7458,7.0251,55.7,-4.81,9.8149,6.0387,0,1.5221,0.0033811,1493.7,562.5,0.09964,4.4386e-4,64.169,61.971,0.47772,0.14543,3238813,295.31,1.1856,0.45082,0.4899,0.31933,0.014017,0.11747,1.0292,0.49192,6.5809e-5,0,0,0,0,1.5016e-4,0.0042409,4.6,16.619,87.999,-91.37,5.3587,13.333,983.17,339.38,0.01,0.059262
0.29825,7.0239,50.917,186.91,50.949,187.04,0.0065709,-0.24679,0.24688,-88.475,1.8153,7.0166,55.7,-4.81,9.8149,5.7874,0,1.8523,0.0041777,1492.3,561.08,0.099582,4.436e-4,64.323,61.955,0.51471,0.15091,3360628,295.01,1.2701,0.45107,0.48744,0.31928,0.014114,0.11767,0.97429,0.5012,1.0383e-4,0,0,0,0,2.0653e-4,0.0044027,4.6,16.619,87.999,-91.852,5.3622,13.33,983.11,339.38,0.01,0.059752
